序号,桶,桶名,现结论,主题,建议处置,命中规则,在正式名单内,参数摘要
242,F,F 已判配套产品/外部条件——确认即可,配套产品响应,权限审计与系统运维,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,提供150+判断条件，支持用户自定义编辑复杂规则判断，使药品的使用更加符合用户的实际用药情况；
243,F,F 已判配套产品/外部条件——确认即可,配套产品响应,权限审计与系统运维,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,提供40+代表药品特点的属性（如单胺氧化酶抑制剂、磺胺结构类药品），支持用户在自定义规则中使用；
246,F,F 已判配套产品/外部条件——确认即可,配套产品响应,权限审计与系统运维,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,提供中药颗粒目录，支持用户自定义规则，可以进行相应的管控；
247,F,F 已判配套产品/外部条件——确认即可,配套产品响应,数据治理与报表指标,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,支持用户在自定义药品规则时，采用病人特征字典表达病人疾病情况。系统提供2500+个病人特征（如高血压、妊娠期妇女，已覆盖21个疾病）及其定义的规则，其规则可采用
249,F,F 已判配套产品/外部条件——确认即可,配套产品响应,护理与病历文书,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持用户自定义管理规则，实现对整体用药的管控，包括门、急诊处方药品超多日用量、门诊输液审查（可限定科室、疾病）；药品品种（名称和品种数）、药品发药数量、处方金额
333,F,F 已判配套产品/外部条件——确认即可,配套产品响应,门急诊与住院业务,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,点评结果推送 支持将药师点评为不合理的处方推送至相应的开方医生，支持医生在收到点评结果提醒后，免密登录合理用药系统查看具体不合理处方并进行申述；支持将药师点评为
594,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,证书包含一年有效期。 +-------------------------------+------------------------------------
622,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,能够监测总线部署的业务应当用及flow的执行操作时间。能够通过开启flow监测，监测Flow中执行操作的业务消息内容、各个组件的输出业务消息内容等。 +----
998,F,F 已判配套产品/外部条件——确认即可,配套产品响应,医保 DRG 结算,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,能够集成合理用药平台信息系统、医保控费平台信息系统进行合理用药及医保控费审查及提示。 +------------------------------------
1011,F,F 已判配套产品/外部条件——确认即可,配套产品响应,门急诊与住院业务,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持草药处方开立时根据草药成品类型（如中药配方颗粒剂、中药饮片、机配颗粒饮片等）设置的倍数药自动校验医生开立单味草药剂量是否符合倍数药规格，若不符则需进行提醒，
1093,F,F 已判配套产品/外部条件——确认即可,配套产品响应,护理与病历文书,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,知识库管理：医生可自行管理知识库词条、导入医学知识库词条，达成病历辅助、高效书写。 +-------------------------------------
1105,F,F 已判配套产品/外部条件——确认即可,配套产品响应,医技检验影像,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,系统能够快速、便捷地与自动包药机、自动发药机等自动化设备进行对接。 +---------------------------------------------
1141,F,F 已判配套产品/外部条件——确认即可,配套产品响应,门急诊与住院业务,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,系统具备处方审查功能，审查结果可以实时返回至医生工作站。医院可以利用系统数据开展处方点评工作，促进合理用药。 +------------------------
2024,F,F 已判配套产品/外部条件——确认即可,配套产品响应,医技检验影像,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,支持对接云胶片系统，医生在手机端接口查看影像报告。 +-----------------------------------------------------
2040,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,医生工号发生变化时，可在手机上修改绑定的工号。 +-------------------------------------------------------
2523,F,F 已判配套产品/外部条件——确认即可,配套产品响应,病理 PIS,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,大体取材工作站。 +----------------------------------------------------------------------
2524,F,F 已判配套产品/外部条件——确认即可,配套产品响应,病理 PIS,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,否,支持通过摄像头或数码相机实时采集取材巨检图片，并能够直接导入系统进行图像管理。 +---------------------------------------
2541,F,F 已判配套产品/外部条件——确认即可,配套产品响应,病理 PIS,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,系统兼容病理专用的玻片打码设备，实现制片环节切片信息的直接赋码与快速打印。 +-----------------------------------------
4293,F,F 已判配套产品/外部条件——确认即可,配套产品响应,权限审计与系统运维,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,审计网1条，规格：100M。租赁服务期限36个月。 +-------------------------------+---------------------
4295,F,F 已判配套产品/外部条件——确认即可,配套产品响应,医技检验影像,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,桌面型设备，配置≥5个千兆电口，≥1个千兆Combo接口；三层吞吐量≥3Gbps，应用层吞吐≥600Mbps ，并发连接数≥40万每秒新建连接数（HTTP）≥1
4298,F,F 已判配套产品/外部条件——确认即可,配套产品响应,其他,确认现结论口径无误即可，无开发动作,现结论已是「配套产品响应」,是,①支持对扫描资产进行展示，展示资产名、IP地址、MAC地址、厂商名称、OS等信息，②支持对资产的维护操作包括审批、删除、导入、导出已审批等。（投标人提供相关软件
